,id,adult,original_title,release_date,vote_count,popularity,overview
2079,31522,False,Une femme est une femme,1961-09-06,404,0.7004,"Longing for a baby, a stripper pursues another man in order to make her boyfriend jealous."
2080,15157,False,Another Cinderella Story,2008-09-16,2124,4.0821,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty."
2081,3109,False,The Quiet Man,1952-07-21,605,1.9764,"An American man returns to the village of his birth in Ireland, where he finds love and conflict."
2082,1052,False,Blow-Up,1966-12-18,1368,2.2291,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film."
2083,604605,False,HELLO WORLD,2019-09-20,405,2.5887,"A shy high schooler in Kyoto meets a man claiming to be his future self, who tells him he’s hacked into the past to save their first love."
2084,2841,False,Un long dimanche de fiançailles,2004-10-27,1331,1.7242,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure."
2085,672208,False,قهرمان,2021-12-15,382,0.9671,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned. Is he truly a hero?"
2086,247645,False,Queen,2014-03-07,309,0.8111,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence."
2087,30061,False,Justice League: Crisis on Two Earths,2010-02-23,773,2.0135,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril."
2088,11673,False,Cyrano de Bergerac,1990-03-28,828,1.4136,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly."
2089,3131,False,Gangs of New York,2002-12-14,7240,5.0136,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people."
2090,470,False,21 Grams,2003-09-06,3403,3.8389,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives."
2091,177,False,The Fisher King,1991-09-20,1468,2.3694,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.
2092,3063,False,Duck Soup,1933-11-12,861,1.0259,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.
2093,866,False,Finding Neverland,2004-10-29,3749,2.9642,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan."
2094,1241983,False,Train Dreams,2025-11-05,1008,8.9915,A logger leads a life of quiet grace as he experiences love and loss during an era of monumental change in early 20th-century America.
2095,507089,False,Five Nights at Freddy's,2023-10-25,5029,10.2345,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems."
2096,400617,False,Phantom Thread,2017-12-25,3786,3.7243,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies."
2097,11901,False,High Plains Drifter,1973-04-19,1338,3.3128,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way."
2098,1429,False,25th Hour,2002-12-19,2574,2.5618,"On the eve of a seven-year prison sentence, a New York drug dealer spends his final day of freedom confronting his past, his relationships, and the choices that led to his downfall in a city still reeling from 9/11."
2099,809,False,Shrek 2,2004-05-19,13441,15.8579,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots."
2100,522369,False,Sorry We Missed You,2019-10-04,833,1.0901,"Ricky and his family have been fighting an uphill struggle against debt since the 2008 financial crash. An opportunity to wrestle back some independence appears with a shiny new van and the chance to run a franchise as a self-employed delivery driver. It's hard work, and his wife's job as a carer is no easier. The family unit is strong but when both are pulled in different directions everything comes to breaking point."
2101,489930,False,Blindspotting,2018-07-20,728,2.5546,"Collin must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend, Miles, work as movers, and when Collin witnesses a police shooting, the two men’s friendship is tested as they grapple with identity and their changed realities in the rapidly-gentrifying neighborhood they grew up in."
2102,36208,False,A Dog's Life,1918-04-14,363,1.0636,The Tramp and his dog companion struggle to survive in the inner city.
2103,26638,False,Il deserto rosso,1964-09-04,506,1.4541,"In an industrializing Italian town, a married woman, rendered mentally unstable after a traffic accident, drifts into an affair with a friend of her husband."
2104,15003,False,ช็อคโกแลต,2008-02-07,562,2.2497,"Zen, an autistic teenage girl with powerful martial arts skills, gets money to pay for her sick mother Zin's treatment by seeking out all the people who owe Zin money and making them pay."
2105,11807,False,जब वी मेट,2007-10-26,320,1.0852,A depressed wealthy businessman and a spunky carefree young woman embark on an unexpected journey that changes their lives.
2106,43266,False,How Green Was My Valley,1941-10-28,456,1.317,"Huw Morgan, the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th-century, a miners' strike divides the Morgans: the sons demand improvements, and the father doesn't want to rock the boat."
2107,9571,False,Dazed and Confused,1993-09-24,2270,4.0079,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge."
2108,649,False,Belle de jour,1967-05-24,1018,3.9095,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life."
2109,45612,False,Source Code,2011-03-30,9131,6.3881,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train."
2110,44741,False,Malizia,1973-03-29,362,7.5585,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods."
2111,28055,False,Sei donne per l'assassino,1964-03-14,468,1.2145,"Isabella, a young model, is murdered by a mysterious masked figure at a fashion house in Rome. When her diary, which details the house employees' many vices, disappears, the masked killer begins killing off all the models in and around the house to find it."
2112,14003,False,劇場版 鋼の錬金術師 シャンバラを征く者,2005-07-21,397,4.2781,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother."
2113,2798,False,Oscar,1967-10-11,535,2.0084,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema."
2114,429174,False,Нелюбовь,2017-06-01,819,0.952,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears."
2115,26736,False,Wizards of Waverly Place: The Movie,2009-08-28,1796,3.1494,A young wizard accidentally conjures a spell that puts her family in jeopardy.
2116,12902,False,Scooby-Doo! and the Loch Ness Monster,2004-05-20,459,1.6862,"While the gang travel to Scotland to visit Daphne's cousin and witness the annual Highland Games, they find themselves terrorized by the legendary Loch Ness Monster."
2117,10397,False,Angela's Ashes,1999-12-25,350,1.3672,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions."
2118,7445,False,Brothers,2009-12-02,3932,4.5018,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem."
2119,2977,False,Becoming Jane,2007-03-02,1265,2.7708,"Though young Jane Austen's financially strapped parents expect her to marry the nephew of wealthy Lady Gresham, Jane herself knows that such a union will destroy her creativity and sense of self-worth. Instead, she becomes involved with Tom Lefroy, a charming but penniless apprentice lawyer who gives her the knowledge of the heart she needs for her future career as a novelist."
2120,228,False,Der blaue Engel,1930-04-01,364,0.9179,"Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined."
2121,890980,False,Los renglones torcidos de Dios,2022-10-06,837,2.1899,"Alice Gould, a private investigator, pretends to be mentally ill in order to enter a psychiatric hospital and gather evidence for the case she is working on: the death of a patient in unclear circumstances."
2122,504608,False,Rocketman,2019-05-17,5003,3.7094,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin."
2123,486947,False,Den skyldige,2018-02-22,1850,2.0983,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her."
2124,49361,False,Non si sevizia un paperino,1972-09-29,413,0.9158,A reporter and a promiscuous young woman try to solve a series of child killings in a remote southern Italian town rife with superstition and a distrust of outsiders.
2125,10312,False,Patch Adams,1998-12-25,3445,3.1246,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career."
2126,892,False,Delicatessen,1991-04-17,1630,1.9312,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes."
2127,762509,False,Mufasa: The Lion King,2024-12-18,2667,15.7826,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny."
2128,30421,False,倩女幽魂,1987-07-18,334,6.2154,"A naïve young tax collector for the imperial government winds up spending the night in a haunted temple. There he falls in love with a beautiful woman who, unfortunately, is dead. With the aid of a powerful Daoist Swordsman, he must defeat undead hordes, overcome a sinister Tree Demoness, and descend to the pits of hell, to fight for the spirit he loves."
2129,21032,False,Balto,1995-12-22,2186,3.1115,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
2130,15487,False,The Greatest Game Ever Played,2005-09-30,540,2.1105,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon."
2131,558,False,Spider-Man 2,2004-06-25,16381,8.5067,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well..."
2132,809107,False,Z-O-M-B-I-E-S 3,2022-07-09,439,1.6921,"Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition."
2133,550231,False,The Secret: Dare to Dream,2020-04-16,662,3.0051,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want."
2134,259316,False,Fantastic Beasts and Where to Find Them,2016-11-16,19708,12.1513,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations."
2135,9837,False,The Prince of Egypt,1998-12-16,4311,8.8484,"The strong bond between two Royal Egyptian brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences."
2136,87,False,Indiana Jones and the Temple of Doom,1984-05-23,10124,7.9397,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace."
2137,621013,False,Chemical Hearts,2020-08-21,1162,1.9614,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves."
2138,27275,False,G.O.R.A.,2004-11-12,372,0.9538,"Carpet dealer and UFO photo forger Arif is abducted by aliens and must outwit the evil commander-in-chief of G.O.R.A., the planet where he is being held."
2139,813,False,Airplane!,1980-06-27,5074,9.4757,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.
2140,1151534,False,Nowhere,2023-09-29,1573,3.9658,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive."
2141,36040,False,Walkabout,1971-07-01,447,4.486,"Under the pretense of having a picnic, a geologist takes his teenage daughter and 6-year-old son into the Australian outback and attempts to shoot them. When he fails, he turns the gun on himself, and the two city-bred children must contend with harsh wilderness alone. They are saved by a chance encounter with an Aboriginal boy who shows them how to survive, and in the process underscores the disharmony between nature and modern life."
2142,14554,False,Bad Day at Black Rock,1955-01-13,419,2.1541,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder."
2143,13635,False,L'Instinct de mort,2008-10-22,1000,1.514,"Jacques Mesrine, a loyal son and dedicated soldier, is back home and living with his parents after serving in the Algerian War. Soon he is seduced by the neon glamour of sixties Paris and the easy money it presents. Mentored by Guido, Mesrine turns his back on middle class law-abiding and soon moves swiftly up the criminal ladder."
2144,11886,False,Robin Hood,1973-11-08,4649,4.7644,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men."
2145,4771,False,Gone Baby Gone,2007-09-18,4194,3.348,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live."
2146,802,False,Lolita,1962-06-13,2247,5.4534,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter."
2147,544401,False,Cherry,2021-02-26,1377,3.3535,"Cherry drifts from college dropout to army medic in Iraq—anchored only by his one true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world."
2148,82695,False,Les Misérables,2012-12-18,5578,6.3992,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France."
2149,44264,False,True Grit,2010-12-22,5758,5.6725,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn."
2150,14551,False,Winchester '73,1950-07-06,402,1.3589,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives."
2151,11943,False,Jeremiah Johnson,1972-09-10,692,2.0075,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-on-one combat on the early frontier.
2152,11537,False,蛇形刁手,1978-03-01,360,2.8829,"Everyone abuses and humiliates a downtrodden orphan until he befriends an old man, who turns out to be the last master of the snake fist fighting style. Jackie becomes the old man's student and finds himself in battle with the master of the eagle's claw style, who has vowed to destroy the snake fist clan."
2153,801,False,"Good Morning, Vietnam",1987-12-23,3008,3.1301,"A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humor."
2154,614587,False,ルパン三世 THE FIRST,2019-12-06,313,1.9196,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich."
2155,58857,False,十三人の刺客,2010-09-25,1263,2.1375,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.
2156,57212,False,War Horse,2011-12-25,3685,5.179,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home."
2157,922,False,Dead Man,1995-12-23,1738,2.6799,"On the run after committing murder, an accountant encounters a strange Native American man who prepares him for his journey into the spiritual world."
2158,631132,False,ゴブリンスレイヤー -GOBLIN'S CROWN-,2020-02-01,305,2.1789,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden to find any information on the Noble Fencer that disappeared after leaving to slay some goblins. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.  In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!"
2159,10911,False,The Guns of Navarone,1961-04-27,866,2.7682,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers."
2160,10911,False,The Guns of Navarone,1961-04-27,866,2.7682,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers."
2161,10234,False,Funny Games,1997-09-11,2081,3.0501,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
2162,9539,False,Martyrs,2008-06-12,3027,5.8916,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity."
2163,842675,False,流浪地球2,2023-01-22,719,11.0366,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death."
2164,11647,False,無間道II,2003-10-01,474,4.4803,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film."
2165,10112,False,The Aristocats,1970-12-24,5369,7.1491,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue."
2166,407449,False,Lucky,2017-09-29,643,1.3273,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration."
2167,118412,False,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,2012-06-23,463,2.3734,The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.
2168,80184,False,La cara oculta,2011-09-16,1141,3.3935,A Spanish orchestra conductor deals with the mysterious disappearance of his girlfriend.
2169,19913,False,(500) Days of Summer,2009-07-17,11041,9.9861,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life."
2170,14646,False,Un air de famille,1996-09-07,316,0.7402,"An upper middle-class French family celebrates a birthday in a restaurant. In one evening and during one meal, family history, tensions, collective and separate grudges, delights, and memories both clash and coalesce."
2171,13688,False,長江七號,2008-01-30,793,3.6022,"A poor construction worker, who struggles to keep his son in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it."
2172,11698,False,Stroszek,1977-05-20,300,1.2889,"Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin."
2173,338766,False,Hell or High Water,2016-08-11,4868,3.9651,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.
2174,167073,False,Brooklyn,2015-10-20,3267,3.2565,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries."
2175,740441,False,스마트폰을 떨어뜨렸을 뿐인데,2023-02-17,404,4.0564,A woman's life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.
2176,65229,False,Tomboy,2011-04-20,751,1.5793,"Ten-year-old Laure isn't like most girls. She prefers football to dolls and sweaters to dresses. When Laure and her family move to a new neighbourhood, local girl Lisa mistakes Laure for a boy. Indulging in this exciting new identity, Laure becomes Mickaël, and so begins a summer of long sunny afternoons, playground games and first kisses. Yet with the school term fast approaching, and with suspicions arising amongst friends and family, Laure must face up to an uncertain future."
2177,49538,False,X-Men: First Class,2011-06-01,13549,0.5701,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known."
2178,1491,False,The Illusionist,2006-08-18,5324,5.1922,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector."
2179,258230,False,A Monster Calls,2016-10-07,3567,5.9077,12-year-old Conor encounters an ancient tree monster who proceeds to help him cope with his mother's terminal illness and being bullied in school.
2180,90369,False,Now Is Good,2012-09-19,1108,1.348,A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.
2181,53565,False,Steamboat Willie,1928-05-15,605,1.1933,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie Mouse, by making musical instruments out of the menagerie on deck."
2182,4543,False,Monty Python's The Meaning of Life,1983-03-31,2106,2.3123,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise."
2183,941,False,Lethal Weapon,1987-03-06,5047,6.9804,A veteran cop and an unstable detective become partners who must put their differences aside in order to bring down a heroin-smuggling ring run by ex-Special Forces.
2184,104,False,Lola rennt,1998-08-20,2561,2.8793,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run."
2185,440596,False,Kiss and Cry,2017-02-10,414,0.7797,"A romantic drama based on the story of Carley Allison, a promising 18 year old figure skater and singer who made medical history in her fight against a rare 1 in 3.5 billion type of sarcoma."
2186,408220,False,Justice League Dark,2017-01-24,1135,1.9318,"When innocent civilians begin committing unthinkable crimes across Metropolis, Gotham City and beyond, Batman must call upon mystical counterparts to eradicate this demonic threat to the planet; enter Justice League Dark. This team of Dark Arts specialists must unravel the mystery of Earth's supernatural plague and contend with the rising, powerful villainous forces behind the siege—before it's too late for all of mankind."
2187,185008,False,ये जवानी है दीवानी,2013-05-31,300,3.435,"On a trekking trip, an introverted Naina falls for a charming ex-classmate, whose thirst for adventure drives them apart. Years later, their paths cross again."
2188,14320,False,Great Expectations,1946-12-26,374,3.8276,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker."
2189,8337,False,They Live,1988-11-04,3475,6.3565,A lone drifter stumbles upon a unique pair of sunglasses that reveal aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.
2190,26900,False,Eşkıya,1996-11-29,357,0.6323,"The film tells the story of a group of bandits captured in the Cudi Mountains 35 years ago. All of them have died, either from illness or vendettas; only Baran (Şener Şen) survives. After serving his 35-year sentence, Baran is released from Viranşehir Prison and learns that his birthplace is now submerged under the waters of a dam. Ceren Ana (Zübeyde Erden) tells him about the past. Baran is imprisoned because of the betrayal of his old friend Berfo (Kamran Usluer). Berfo stole the bandits gold, bought his childhood love Keje (Sermin Hürmeriç) from her father, and fled to Istanbul. While Baran is searching for Keje, he encounters a young man named Cumali (Uğur Yücel). These two men find solace in each other to avoid being swept away by the storms of the big city. And in this world where violence, betrayal, passion, boundless love and hatred intertwine, they try to survive."
2191,25673,False,A Place in the Sun,1951-06-12,418,1.9303,A young social climber wins the heart of a beautiful heiress but his former girlfriend's pregnancy stands in the way of his ambition.
2192,1367,False,Rocky II,1979-06-15,4802,7.3732,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable."
2193,199,False,Star Trek: First Contact,1996-11-22,1952,3.2192,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy."
2194,583406,False,Judas and the Black Messiah,2021-02-12,1705,2.8224,Bill O'Neal infiltrates the Black Panthers on the orders of FBI Agent Mitchell and J. Edgar Hoover. As Black Panther Chairman Fred Hampton ascends—falling for a fellow revolutionary en route—a battle wages for O’Neal’s soul.
2195,420809,False,Maleficent: Mistress of Evil,2019-10-16,6499,9.9895,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play."
